Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ND_PM1162	99.99	2.1	Neural Network (Specific Model)	11	0.876	80797	311.594079853144	4644027	0.57	4358	100	310095	None
ND_PM1164	100	2.97	Neural Network (Specific Model)	11	0.883	624240	318.32649806334	4741632	0.57	4389	26	1070906	None
ND_PM1166	100	1.57	Neural Network (Specific Model)	11	0.88	335608	319.949540202782	4619274	0.57	4241	52	808171	None
ND_PM1167	100	1.14	Neural Network (Specific Model)	11	0.878	93738	307.997744191293	4654147	0.57	4433	105	331305	None
ND_PM1168	99.99	0.17	Neural Network (Specific Model)	11	0.878	380355	319.047539814595	4577338	0.57	4207	44	543771	None
ND_PM1169	100	1.25	Neural Network (Specific Model)	11	0.878	124021	313.547245017585	4563031	0.57	4265	119	268062	None
ND_PM1170	100	3.56	Neural Network (Specific Model)	11	0.877	151736	314.531865585168	4636746	0.57	4315	77	617872	None
ND_PM1171	99.99	2.31	Neural Network (Specific Model)	11	0.876	140847	314.746110325318	4562749	0.57	4242	92	340576	None
ND_PM1173	99.99	3.47	Neural Network (Specific Model)	11	0.879	143352	315.344088447653	4760126	0.57	4432	88	360771	None
ND_PM1174	100	1.32	Neural Network (Specific Model)	11	0.877	104430	313.055568581477	4559140	0.57	4265	131	344165	None
ND_PM1175	100	0.54	Neural Network (Specific Model)	11	0.879	141423	315.251627906977	4617796	0.57	4300	90	281946	None
ND_PM1177	100	1.32	Neural Network (Specific Model)	11	0.875	190084	313.42043085476	4631394	0.57	4317	57	387041	None
ND_PM1178	100	1.24	Neural Network (Specific Model)	11	0.875	96427	313.30578898226	4591819	0.57	4284	113	282043	None
ND_PM1179	100	1.39	Neural Network (Specific Model)	11	0.876	91034	314.301430917194	4582988	0.57	4263	122	251531	None
ND_PM1184	100	0.17	Neural Network (Specific Model)	11	0.889	94223	307.807274247492	4958950	0.55	4784	264	291042	None
ND_PM1185	99.97	0.46	Neural Network (Specific Model)	11	0.876	628034	314.954436450839	4488544	0.56	4170	143	1494205	None
ND_PM1186	95.37	3.15	Neural Network (Specific Model)	11	0.874	8552	272.410152931181	4394973	0.56	4708	897	50251	None
ND_PM1187	99.99	0.94	Neural Network (Specific Model)	11	0.878	374993	317.099522673031	4533302	0.57	4190	30	708716	None
ND_PM1188	100	1.31	Neural Network (Specific Model)	11	0.88	138613	317.435405592789	4674757	0.57	4327	66	301521	None
ND_PM1189	100	1.18	Neural Network (Specific Model)	11	0.879	198647	312.75935828877	4783263	0.57	4488	54	639478	None
ND_PM1190	100	0.79	Neural Network (Specific Model)	11	0.878	429102	317.413593637021	4494341	0.57	4149	35	528658	None
ND_PM1191	99.99	0.82	Neural Network (Specific Model)	11	0.878	428913	318.044131910766	4474417	0.57	4124	29	501689	None
ND_PM1194	100	1.73	Neural Network (Specific Model)	11	0.877	180541	313.976912313433	4599745	0.57	4288	84	716318	None
ND_PM1195	99.99	1.52	Neural Network (Specific Model)	11	0.879	358406	318.473284255521	4571884	0.57	4211	53	755094	None
ND_PM1196	100	0.58	Neural Network (Specific Model)	11	0.879	244854	316.398410100538	4608549	0.57	4277	63	511216	None
ND_PM1197	100	3.08	Neural Network (Specific Model)	11	0.879	564931	312.325945241199	4898056	0.57	4602	40	865847	None
ND_PM1199	99.97	0.58	Neural Network (Specific Model)	11	0.877	528760	319.215844402277	4593963	0.57	4216	36	1067541	None
ND_PM1200	100	0.55	Neural Network (Specific Model)	11	0.874	377268	315.691560693642	4677128	0.57	4325	89	909928	None
ND_PM1201	100	0.08	Neural Network (Specific Model)	11	0.875	330420	321.862573099415	4520846	0.58	4104	106	539464	None
ND_PM1202	100	0.03	Neural Network (Specific Model)	11	0.878	622398	318.649764150943	4611383	0.57	4240	62	1338437	None
ND_PM1203	99.99	0.73	Neural Network (Specific Model)	11	0.877	78286	310.215311004785	4647219	0.57	4389	134	238299	None
ND_PM1208	100	0.05	Neural Network (Specific Model)	11	0.875	512586	322.454906832298	4442263	0.57	4025	28	964915	None
ND_PM1209	100	0.03	Neural Network (Specific Model)	11	0.877	645158	321.896064581231	4356646	0.57	3964	18	941608	None
ND_PM1210	100	0.06	Neural Network (Specific Model)	11	0.875	512586	322.373975664266	4442918	0.57	4027	30	964915	None
ND_PM1211	100	0.48	Neural Network (Specific Model)	11	0.878	1005525	319.918297455969	4460282	0.57	4088	23	1298651	None
ND_PM1213	100	0.44	Neural Network (Specific Model)	11	0.88	98814	315.080574206992	4628739	0.57	4319	133	222199	None
ND_PM1215	99.99	0.2	Neural Network (Specific Model)	11	0.88	210152	317.310011778563	4583025	0.57	4245	60	528903	None
ND_PM1217	100	0.69	Neural Network (Specific Model)	11	0.879	119292	312.079591836735	4687005	0.57	4410	123	265918	None
ND_PM1218	99.99	0.33	Neural Network (Specific Model)	11	0.877	239044	320.847024102312	4453966	0.57	4066	52	422770	None
ND_PM1219	99.99	1.2	Neural Network (Specific Model)	11	0.879	155866	317.545691287879	4569514	0.57	4224	62	755951	None
ND_PM1220	99.98	0.81	Neural Network (Specific Model)	11	0.879	116250	316.012617572838	4694173	0.57	4359	85	419682	None
ND_PM1221	99.99	0.6	Neural Network (Specific Model)	11	0.878	88969	316.975580844002	4561950	0.57	4218	94	258110	None
ND_PM1223	99.99	0.54	Neural Network (Specific Model)	11	0.877	103533	313.467908902692	4651879	0.57	4347	96	266926	None
ND_PM1224	100	0.78	Neural Network (Specific Model)	11	0.879	160584	315.018721461187	4700648	0.57	4380	97	408111	None
ND_PM1225	99.89	4.55	Neural Network (Specific Model)	11	0.88	416850	319.673694073554	4645515	0.57	4269	29	540321	None
ND_PM1226	100	2.61	Neural Network (Specific Model)	11	0.877	260336	323.293496125851	4704069	0.58	4259	37	591686	None
ND_PM1227	99.99	2.08	Neural Network (Specific Model)	11	0.881	174915	319.317985611511	4527128	0.57	4170	53	340220	None
ND_PM1228	100	0.32	Neural Network (Specific Model)	11	0.878	360762	313.57397902254	4790392	0.57	4481	43	1041261	None
ND_PM1231	100	0.38	Neural Network (Specific Model)	11	0.867	80728	290.747318747319	4679308	0.57	4662	298	244553	None
ND_PM1232	100	0.08	Neural Network (Specific Model)	11	0.876	73186	313.231977159172	4501253	0.57	4203	127	172744	None
ND_PM1233	100	0.07	Neural Network (Specific Model)	11	0.876	57553	313.932268065824	4500734	0.57	4193	145	180331	None
ND_PM1234	100	0.48	Neural Network (Specific Model)	11	0.877	78206	313.830179640719	4471974	0.57	4175	119	212779	None
ND_PM1236	100	0.04	Neural Network (Specific Model)	11	0.875	298484	320.646822406431	4370001	0.57	3981	94	678212	None
ND_PM1239	97.55	1.99	Neural Network (Specific Model)	11	0.881	1234299	322.115174542864	4610404	0.57	4211	10	1256615	None
ND_PM1240	100	0.03	Neural Network (Specific Model)	11	0.878	454949	314.141332095614	4617848	0.57	4309	36	1453875	None
ND_PM1241	100	0.55	Neural Network (Specific Model)	11	0.876	1047625	319.975826344351	4435440	0.57	4054	16	1397635	None
ND_PM1243	100	0.54	Neural Network (Specific Model)	11	0.878	1023984	319.660318971673	4579570	0.57	4201	21	1367121	None
ND_PM1244	100	0.03	Neural Network (Specific Model)	11	0.879	1024235	322.383915395967	4464984	0.57	4066	18	1325786	None
ND_PM1245	100	0.03	Neural Network (Specific Model)	11	0.878	564467	315.677570093458	4610225	0.57	4280	34	1758845	None
ND_PM1246	100	0.03	Neural Network (Specific Model)	11	0.878	454941	314.078625778188	4648224	0.57	4337	41	1453685	None
ND_PM1248	100	0.09	Neural Network (Specific Model)	11	0.877	622554	322.601900475119	4405969	0.57	3999	17	1071721	None
ND_PM1249	100	1.36	Neural Network (Specific Model)	11	0.877	625197	320.696241674596	4604921	0.57	4204	16	1390853	None
ND_PM1250	99.99	0.04	Neural Network (Specific Model)	11	0.875	645536	316.432694582446	4578160	0.57	4227	22	1106842	None
ND_PM1251	99.99	1.38	Neural Network (Specific Model)	11	0.862	645213	306.906220767072	4558455	0.57	4276	9	1862467	None
ND_PM1254	100	0.16	Neural Network (Specific Model)	11	0.875	48850	307.762999071495	4536852	0.57	4308	213	134806	None
ND_PM1255	100	0.4	Neural Network (Specific Model)	11	0.876	57602	308.726024208566	4535776	0.57	4296	178	175614	None
ND_PM1256	100	1.55	Neural Network (Specific Model)	11	0.875	82077	308.422273249139	4595560	0.57	4355	177	320557	None
ND_PM1257	100	0.18	Neural Network (Specific Model)	11	0.874	28320	311.12916367122	4448329	0.57	4173	257	154379	None
ND_PM1258	100	0.02	Neural Network (Specific Model)	11	0.864	4232143	321.355137844612	4445004	0.57	3990	6	4232143	None
ND_PM1259	100	0.09	Neural Network (Specific Model)	11	0.876	77290	309.52760879738	4521868	0.57	4274	175	177343	None
ND_PM1260	99.99	0.05	Neural Network (Specific Model)	11	0.876	60642	313.833253243633	4466524	0.57	4162	152	330106	None
ND_PM1261	100	0.05	Neural Network (Specific Model)	11	0.876	119429	311.006238003839	4429453	0.57	4168	211	314229	None
ND_PM1264	100	0.54	Neural Network (Specific Model)	11	0.876	210945	317.077517507848	4487809	0.57	4141	53	494357	None
ND_PM1265	100	0.07	Neural Network (Specific Model)	11	0.875	163049	315.708160779537	4436482	0.57	4105	68	459268	None
ND_PM1266	100	0.04	Neural Network (Specific Model)	11	0.876	66320	318.496270512183	4378292	0.57	4022	159	202883	None
ND_PM1267	100	1.37	Neural Network (Specific Model)	11	0.882	25708	310.952078128549	4647006	0.57	4403	487	109641	None
ND_PM1268	100	0.13	Neural Network (Specific Model)	11	0.875	238615	317.016254063516	4337850	0.57	3999	76	591297	None
ND_PM1269	100	0.04	Neural Network (Specific Model)	11	0.877	266152	318.05598027127	4405481	0.57	4055	65	911106	None
ND_PM1270	100	0.04	Neural Network (Specific Model)	11	0.876	409419	314.549917782476	4574783	0.57	4257	63	879902	None
ND_PM1271	100	0.09	Neural Network (Specific Model)	11	0.876	228928	315.913513513514	4394496	0.57	4070	64	648114	None
ND_PM1272	100	0.61	Neural Network (Specific Model)	11	0.874	78493	305.975833736104	4336599	0.57	4138	147	195245	None
ND_PM1273	99.99	0.38	Neural Network (Specific Model)	11	0.871	77781	298.946104965874	4362579	0.57	4249	162	234542	None
ND_PM1274	100	0.03	Neural Network (Specific Model)	11	0.872	304527	320.744483450351	4394256	0.57	3988	66	702167	None
ND_PM1275	100	0.05	Neural Network (Specific Model)	11	0.875	61951	311.096819787986	4522255	0.57	4245	246	183017	None
ND_PM1276	100	0.03	Neural Network (Specific Model)	11	0.874	237001	315.484955336154	4597945	0.57	4254	49	591595	None
ND_PM1277	100	0.37	Neural Network (Specific Model)	11	0.877	177888	315.292307692308	4481036	0.57	4160	93	342589	None
ND_PM1278	100	0.07	Neural Network (Specific Model)	11	0.876	217231	311.778560072678	4692041	0.57	4403	172	531929	None
ND_PM1281	99.99	0.04	Neural Network (Specific Model)	11	0.881	593753	323.57975	4399552	0.57	4000	21	993521	None
ND_PM1282	100	0.21	Neural Network (Specific Model)	11	0.869	214480	314.062573789847	4581790	0.57	4235	101	550803	None
ND_PM1283	100	0.18	Neural Network (Specific Model)	11	0.869	215131	314.638987461557	4581348	0.57	4227	103	554313	None
ND_PM1284	99.99	0.03	Neural Network (Specific Model)	11	0.876	192043	315.738938053097	4389387	0.57	4068	107	652252	None
ND_PM1285	100	0.05	Neural Network (Specific Model)	11	0.879	529074	315.916034155598	4540351	0.57	4216	78	641200	None
ND_PM1286	100	0.18	Neural Network (Specific Model)	11	0.875	31443	310.144498777506	4342293	0.57	4090	281	137537	None
ND_PM1287	100	0.22	Neural Network (Specific Model)	11	0.87	282920	311.276827012026	4634739	0.56	4324	107	554655	None
ND_PM1288	100	0.26	Neural Network (Specific Model)	11	0.867	214287	306.114619377163	4886882	0.56	4624	202	691137	None
ND_PM1289	100	0.07	Neural Network (Specific Model)	11	0.874	186387	313.388888888889	4541322	0.57	4230	105	736494	None
ND_PM1290	100	0.22	Neural Network (Specific Model)	11	0.871	196342	310.104204753199	4667364	0.56	4376	119	686785	None
ND_PM1291	100	0.19	Neural Network (Specific Model)	11	0.869	215936	314.984826932195	4576812	0.57	4218	90	555141	None
ND_PM1292	100	0.2	Neural Network (Specific Model)	11	0.87	232255	314.357514177694	4580799	0.57	4232	96	550778	None
ND_PM1293	100	0.19	Neural Network (Specific Model)	11	0.87	266052	315.042386928724	4579659	0.57	4223	82	549108	None
ND_PM1296	100	0.41	Neural Network (Specific Model)	11	0.878	74638	320.022915650902	4475783	0.57	4102	111	329273	None
ND_PM1297	100	0.88	Neural Network (Specific Model)	11	0.878	144490	311.72236900044	4830634	0.57	4542	111	346742	None
ND_PM1298	99.99	2.97	Neural Network (Specific Model)	11	0.878	303161	315.48023255814	4628102	0.57	4300	60	516679	None
ND_PM1299	100	0.42	Neural Network (Specific Model)	11	0.882	419864	321.405839416058	4484621	0.57	4110	57	667022	None
ND_PM1300	99.99	1.13	Neural Network (Specific Model)	11	0.881	204537	321.527199799449	4360539	0.57	3989	59	419298	None
ND_PM1301	100	0.65	Neural Network (Specific Model)	11	0.88	192399	319.409867629362	4517706	0.57	4155	50	794116	None
ND_PM1302	100	1.28	Neural Network (Specific Model)	11	0.88	192830	322.398559423769	4569710	0.57	4165	68	347723	None
ND_PM1303	99.99	0.36	Neural Network (Specific Model)	11	0.878	180746	317.234634146341	4438227	0.57	4100	86	442691	None
ND_PM1304	100	2.31	Neural Network (Specific Model)	11	0.881	199262	317.463713477851	4581863	0.57	4244	66	405206	None
ND_PM1305	100	1.16	Neural Network (Specific Model)	11	0.88	225366	315.507276034561	4724740	0.57	4398	67	528669	None
ND_PM1307	100	1.09	Neural Network (Specific Model)	11	0.882	151661	317.369072646578	4615926	0.57	4281	59	473519	None
ND_PM1310	100	1.56	Neural Network (Specific Model)	11	0.88	136267	323.969246031746	4444393	0.57	4032	79	263642	None
ND_PM1311	99.99	0.76	Neural Network (Specific Model)	11	0.882	68840	323.504396678065	4497919	0.57	4094	146	311482	None
ND_PM1312	99.99	1.84	Neural Network (Specific Model)	11	0.881	79630	317.414451261077	4746858	0.57	4401	137	203881	None
ND_PM1313	99.97	0.72	Neural Network (Specific Model)	11	0.881	43473	320.758578128857	4419580	0.57	4051	179	139947	None
ND_PM1314	99.99	1.79	Neural Network (Specific Model)	11	0.881	59043	315.945601851852	4640786	0.57	4320	160	157364	None
ND_PM1315	99.99	0.73	Neural Network (Specific Model)	11	0.881	78152	314.796176821983	4480051	0.57	4185	118	203109	None
ND_PM1316	99.99	0.97	Neural Network (Specific Model)	11	0.882	68131	323.190824792582	4499255	0.57	4098	132	202614	None
ND_PM1318	99.97	1.94	Neural Network (Specific Model)	11	0.88	66469	318.152627789777	4514676	0.57	4167	156	185895	None
ND_PM1319	100	0.64	Neural Network (Specific Model)	11	0.879	189375	317.628875520592	4679573	0.57	4322	60	449208	None
ND_PM1323	99.99	1.59	Neural Network (Specific Model)	11	0.88	276472	317.592035193332	4666477	0.57	4319	45	510907	None
ND_PM1325	100	0.55	Neural Network (Specific Model)	11	0.876	393506	315.857142857143	4634893	0.57	4291	30	571323	None
ND_PM1326	100	0.58	Neural Network (Specific Model)	11	0.876	159619	315.353257062806	4618090	0.57	4283	61	324276	None
ND_PM1327	99.99	0.47	Neural Network (Specific Model)	11	0.879	374993	318.642857142857	4453974	0.57	4102	30	528505	None
ND_PM1328	99.99	2.23	Neural Network (Specific Model)	11	0.878	271846	311.149210584834	4772983	0.57	4497	63	487263	None
ND_PM1329	100	1.1	Neural Network (Specific Model)	11	0.88	81474	316.688129243737	4602996	0.57	4271	141	260639	None
ND_PM1330	99.96	1.2	Neural Network (Specific Model)	11	0.877	437433	318.924329501916	4549202	0.57	4176	41	1096567	None
ND_PM1332	99.99	0.41	Neural Network (Specific Model)	11	0.879	205397	315.265893271462	4628995	0.57	4310	65	522021	None
ND_PM1333	100	0.34	Neural Network (Specific Model)	11	0.88	225366	315.255979161733	4531681	0.57	4223	85	493285	None
ND_PM1334	100	0.4	Neural Network (Specific Model)	11	0.879	294155	322.718561428916	4557784	0.57	4143	43	559960	None
ND_PM1335	99.98	0.05	Neural Network (Specific Model)	11	0.875	332386	314.531108462455	4515370	0.57	4195	132	713007	None
ND_PM1336	99.98	0.05	Neural Network (Specific Model)	11	0.876	326442	315.359367513177	4500900	0.57	4174	91	611586	None
ND_PM1337	99.99	0.05	Neural Network (Specific Model)	11	0.876	80539	311.624556422995	4502869	0.57	4227	186	271653	None
ND_PM1338	100	0.04	Neural Network (Specific Model)	11	0.876	200019	319.523902439024	4479783	0.57	4100	96	353548	None
ND_PM1339	100	0.08	Neural Network (Specific Model)	11	0.877	291149	316.436754176611	4524782	0.57	4190	113	387099	None
ND_PM1340	100	0.07	Neural Network (Specific Model)	11	0.877	249362	316.64603250478	4524694	0.57	4184	111	387071	None
ND_PM1341	99.99	0.05	Neural Network (Specific Model)	11	0.874	478209	315.459498905376	4441112	0.57	4111	103	674802	None
ND_PM1342	99.99	0.03	Neural Network (Specific Model)	11	0.874	377944	315.591484184915	4446299	0.57	4110	108	635048	None
ND_PM1343	99.98	0.09	Neural Network (Specific Model)	11	0.874	85479	314.747991234478	4427547	0.57	4107	170	312617	None
ND_PM1344	99.99	0.6	Neural Network (Specific Model)	11	0.874	174434	315.436084733382	4437425	0.57	4107	114	460283	None
ND_PM1345	100	0.06	Neural Network (Specific Model)	11	0.876	309355	317.585465958474	4495746	0.57	4142	97	582062	None
ND_PM1346	100	0.09	Neural Network (Specific Model)	11	0.877	282055	314.925873129009	4527730	0.57	4209	134	550753	None
ND_PM1347	100	0.78	Neural Network (Specific Model)	11	0.876	309302	317.928965682745	4526539	0.57	4167	84	621536	None
ND_PM1348	100	0.06	Neural Network (Specific Model)	11	0.876	309302	317.55938697318	4533338	0.57	4176	99	546639	None
ND_PM1349	100	0.04	Neural Network (Specific Model)	11	0.877	282056	318.56520692974	4521777	0.57	4156	78	545418	None
ND_PM1350	100	0.11	Neural Network (Specific Model)	11	0.876	156362	312.575140449438	4565622	0.57	4272	199	357254	None
ND_PM1351	100	0.05	Neural Network (Specific Model)	11	0.878	256200	318.958252895753	4510197	0.57	4144	65	382757	None
ND_PM1352	100	0.05	Neural Network (Specific Model)	11	0.877	282056	318.779358572462	4511627	0.57	4147	69	549306	None
ND_PM1353	100	0.04	Neural Network (Specific Model)	11	0.877	151868	318.273055622442	4512978	0.57	4153	92	323043	None
ND_PM1354	100	0.05	Neural Network (Specific Model)	11	0.877	143942	317.954315941332	4514331	0.57	4159	107	323048	None
ND_PM1355	100	0.04	Neural Network (Specific Model)	11	0.877	151868	318.154477431813	4499429	0.57	4143	85	322060	None
ND_PM1356	100	0.05	Neural Network (Specific Model)	11	0.877	164195	319.239464068209	4473722	0.57	4105	77	382308	None
ND_PM1357	100	0.05	Neural Network (Specific Model)	11	0.877	186370	319.289858605558	4472045	0.57	4102	86	382757	None
ND_PM1358	100	0.05	Neural Network (Specific Model)	11	0.877	262107	317.663605606573	4490416	0.57	4138	102	411578	None
ND_PM1359	100	0.05	Neural Network (Specific Model)	11	0.877	235189	319.053093034584	4473124	0.57	4106	86	351637	None
ND_PM1360	100	0.03	Neural Network (Specific Model)	11	0.877	121195	319.459852216749	4428251	0.57	4060	95	268253	None
ND_PM1361	100	0.05	Neural Network (Specific Model)	11	0.877	156553	319.49499878019	4472760	0.57	4099	87	353617	None
ND_PM1362	100	0.05	Neural Network (Specific Model)	11	0.877	147731	319.152926829268	4467855	0.57	4100	99	324549	None
ND_PM1363	100	0.04	Neural Network (Specific Model)	11	0.877	152122	318.456212303981	4509039	0.57	4145	103	320373	None
ND_PM1364	100	0.07	Neural Network (Specific Model)	11	0.877	222283	319.165737824085	4496493	0.57	4127	93	350856	None
ND_PM1365	100	0.05	Neural Network (Specific Model)	11	0.877	238976	320.156082071324	4475985	0.57	4094	74	545423	None
ND_PM1366	100	0.05	Neural Network (Specific Model)	11	0.877	309355	319.352783856066	4484872	0.57	4113	74	548881	None
ND_PM1367	100	0.05	Neural Network (Specific Model)	11	0.877	249544	319.83837890625	4474439	0.57	4096	72	353745	None
ND_PM1368	100	0.05	Neural Network (Specific Model)	11	0.876	216581	318.390723652258	4481773	0.57	4118	110	382757	None
ND_PM1369	100	0.59	Neural Network (Specific Model)	11	0.874	222035	316.282692307692	4506819	0.57	4160	99	675450	None
ND_PM1370	100	0.05	Neural Network (Specific Model)	11	0.877	238988	317.939677962028	4516237	0.57	4161	93	545782	None
ND_PM1371	99.98	0.06	Neural Network (Specific Model)	11	0.877	199133	308.749654218534	4575830	0.57	4338	156	416349	None
ND_PM1372	100	0.04	Neural Network (Specific Model)	11	0.877	151868	318.117901828681	4514809	0.57	4156	96	382634	None
ND_PM1373	100	0.05	Neural Network (Specific Model)	11	0.877	242285	317.814405762305	4518728	0.57	4165	84	382742	None
ND_PM1374	100	0.02	Neural Network (Specific Model)	11	0.876	343057	314.263286798922	4385190	0.57	4083	165	561267	None
ND_PM1377	99.98	3.18	Neural Network (Specific Model)	11	0.88	248113	319.784765068818	4587160	0.57	4214	46	396996	None
ND_PM1378	99.97	2.6	Neural Network (Specific Model)	11	0.88	248292	317.683727335322	4710068	0.57	4357	45	502652	None
ND_PM1379	99.99	0.79	Neural Network (Specific Model)	11	0.88	281774	317.368875408306	4628902	0.57	4286	47	510907	None
ND_PM1381	99.98	1.71	Neural Network (Specific Model)	11	0.881	306965	317.466372912801	4656445	0.57	4312	47	510907	None
ND_PM1383	99.99	3.33	Neural Network (Specific Model)	11	0.879	242205	317.263555250515	4722804	0.57	4371	55	808579	None
ND_PM1384	100	0.94	Neural Network (Specific Model)	11	0.879	263371	315.826354119254	4727221	0.57	4394	52	958894	None
ND_PM1388	99.99	2.72	Neural Network (Specific Model)	11	0.879	374993	319.09850313858	4504358	0.57	4142	33	530134	None
ND_PM1389	100	0.44	Neural Network (Specific Model)	11	0.879	273587	319.822309970385	4415349	0.57	4052	47	529016	None
ND_PM1390	99.98	1.12	Neural Network (Specific Model)	11	0.879	316910	319.542592140591	4462577	0.57	4097	34	501686	None
ND_PM1392	100	0.05	Neural Network (Specific Model)	11	0.876	428335	317.593220338983	4485497	0.57	4130	21	1018213	None
ND_PM1393	100	0.52	Neural Network (Specific Model)	11	0.875	220290	315.733016627078	4547540	0.57	4210	56	539907	None
ND_PM1394	100	0.03	Neural Network (Specific Model)	11	0.88	447570	315.058905704307	4604383	0.57	4295	40	883389	None
ND_PM1397	100	0.69	Neural Network (Specific Model)	11	0.878	63853	310.055723241235	4555283	0.57	4307	159	132722	None
ND_PM1398	100	0.02	Neural Network (Specific Model)	11	0.875	309561	315.870392110824	4604020	0.56	4259	48	679055	None
ND_PM1399	100	0.3	Neural Network (Specific Model)	11	0.878	332468	315.840047114252	4573852	0.57	4245	29	682292	None
ND_PM1400	100	0.46	Neural Network (Specific Model)	11	0.879	319226	315.019990366089	4458519	0.57	4152	32	838759	None
ND_PM1401	100	0.01	Neural Network (Specific Model)	11	0.875	371162	315.313436385256	4537633	0.57	4205	42	907879	None
ND_PM1402	99.99	0.07	Neural Network (Specific Model)	11	0.879	163386	314.742265587815	4506773	0.57	4202	65	310706	None
ND_PM1403	100	0.05	Neural Network (Specific Model)	11	0.877	380506	315.017369152385	4643311	0.57	4318	57	625133	None
ND_PM1404	100	0.23	Neural Network (Specific Model)	11	0.875	455075	318.942973037461	4576311	0.57	4191	48	816477	None
ND_PM1405	100	0.08	Neural Network (Specific Model)	11	0.877	264806	315.596955328176	4320293	0.57	4007	64	413466	None
ND_PM1406	99.99	0.45	Neural Network (Specific Model)	11	0.882	72019	321.118828654405	4505466	0.57	4132	139	216577	None
ND_PM1407	100	0.46	Neural Network (Specific Model)	11	0.882	204342	321.604905293832	4497374	0.57	4118	68	394291	None
ND_PM1408	99.95	4.25	Neural Network (Specific Model)	11	0.882	328243	321.507500576967	4731078	0.57	4333	44	772174	None
ND_PM1409	99.97	2.12	Neural Network (Specific Model)	11	0.88	212538	317.555608365019	4550056	0.57	4208	48	1016788	None
ND_PM1410	99.99	0.27	Neural Network (Specific Model)	11	0.882	109637	320.957271182326	4489400	0.57	4119	95	340069	None
ND_PM1411	99.99	0.77	Neural Network (Specific Model)	11	0.881	152687	319.863506431634	4564823	0.57	4198	84	330025	None
ND_PM1412	99.98	0.6	Neural Network (Specific Model)	11	0.879	111632	319.119523809524	4565849	0.57	4200	92	288147	None
ND_PM1413	100	0.24	Neural Network (Specific Model)	11	0.877	139842	318.791273584906	4614864	0.58	4240	76	402024	None
ND_PM1414	100	1.3	Neural Network (Specific Model)	11	0.882	223906	323.986526946108	4407288	0.57	4008	46	432015	None
ND_PM1415	99.99	0.8	Neural Network (Specific Model)	11	0.878	347546	323.664528391542	4646355	0.58	4209	46	801205	None
ND_PM1416	100	0.92	Neural Network (Specific Model)	11	0.878	392631	322.757640369581	4648091	0.57	4221	39	577966	None
ND_PM1417	99.99	1.39	Neural Network (Specific Model)	11	0.876	166836	320.218121546961	4954643	0.57	4525	93	616383	None
ND_PM1418	100	1	Neural Network (Specific Model)	11	0.882	314935	324.640539191213	4417948	0.58	4006	51	713253	None
ND_PM1419	99.99	2.55	Neural Network (Specific Model)	11	0.879	205975	322.254055343511	4603286	0.58	4192	50	512347	None
ND_PM1421	100	0.31	Neural Network (Specific Model)	11	0.881	188315	321.809361287177	4489990	0.58	4102	71	510948	None
ND_PM1422	99.98	0.56	Neural Network (Specific Model)	11	0.88	101861	322.56	4363371	0.57	3975	97	287608	None
ND_PM1423	100	0.92	Neural Network (Specific Model)	11	0.88	199012	320.20486525161	4568733	0.58	4193	69	576806	None
ND_PM1424	99.99	0.1	Neural Network (Specific Model)	11	0.881	217165	322.576733316022	4224862	0.57	3851	41	466576	None
ND_PM1425	99.99	0.02	Neural Network (Specific Model)	11	0.88	511645	323.330942369528	4447931	0.57	4043	29	1693708	None
ND_PM1426	99.99	0.04	Neural Network (Specific Model)	11	0.878	528995	319.379616306954	4544049	0.57	4170	43	729457	None
ND_PM1427	99.99	0.15	Neural Network (Specific Model)	11	0.877	179767	313.652904464714	4463127	0.57	4166	78	414135	None
ND_PM1428	100	0.57	Neural Network (Specific Model)	11	0.877	380396	317.078121367124	4655713	0.56	4301	53	1128569	None
ND_PM1429	99.99	0.02	Neural Network (Specific Model)	11	0.88	68238	318.879658952497	4456668	0.57	4105	121	166915	None
ND_PM1430	100	0.49	Neural Network (Specific Model)	11	0.88	467449	316.415345149254	4620326	0.57	4288	27	1300872	None
ND_PM1431	100	0.48	Neural Network (Specific Model)	11	0.879	528801	315.616492450639	4627801	0.57	4305	36	1276244	None
ND_PM1432	100	0.21	Neural Network (Specific Model)	11	0.879	464211	316.282731112154	4591747	0.57	4262	52	890176	None
ND_PM1434	100	0.4	Neural Network (Specific Model)	11	0.879	233863	316.527508090615	4665013	0.57	4326	59	414886	None
ND_PM1435	99.99	1.78	Neural Network (Specific Model)	11	0.88	125004	316.498041023277	4674680	0.57	4339	86	359971	None
ND_PM1436	100	0.36	Neural Network (Specific Model)	11	0.88	228504	316.420055452865	4662517	0.57	4328	64	541210	None
ND_PM1438	100	0.37	Neural Network (Specific Model)	11	0.88	143016	316.326163198504	4605831	0.57	4277	78	639213	None
ND_PM1440	99.99	1.93	Neural Network (Specific Model)	11	0.879	248019	317.325382121353	4666818	0.57	4318	50	892160	None
ND_PM1441	100	0.39	Neural Network (Specific Model)	11	0.88	72806	315.936941176471	4568829	0.57	4250	162	180384	None
ND_PM1442	100	0.71	Neural Network (Specific Model)	11	0.879	173337	315.252648549056	4663236	0.57	4342	73	791314	None
